"COMPANY_NAME","PRODUCT_NAME","CASE_REFERENCE","CASE_SEVERITY","TITLE","RESOLUTION_TIME_HOURS","SLA_STATUS"
"Wema Bank","KACHASI v2.x","WB/10/07/0010","MEDIUM","Unable to debit customer on Kachasi",28.2381719444529,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/07/07/0009","MEDIUM","REQUEST FOR SUPPORT - MODIFICATION OF COMMISSION AND VAT ENTERIES FROM BRANCH TRANSIT TO BRANCH INCOME",47.2575983331772,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/07/07/0008","MEDIUM","REQUEST FOR DEPLOYMENT",95.2417388887843,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/03/07/0007","MEDIUM","TEST WEB PLATFORM NOT UP",2.01978416671045,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/26/06/0006","MEDIUM","ERROR APPROVING SWIFT INFLOW",118.495431111194,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/19/06/0005","HIGH","TRANASCTIONS ON QUEUE NOT POPULATING POSTING ENTRIES",24.0530347221647,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/16/06/0004","HIGH","ONBOARDING OF NEW CORRESPONDENT BANK ON KACHASI",50.2970616667299,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/13/06/0003","MEDIUM","MISSING ITEMS ON WORKFLOW",1.30845416674856,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/10/06/0005","HIGH","LC CHARGE UPDATE",5.51421750005102,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/05/06/0002","MEDIUM","FIXED TO BE MADE ON NXP",4051.53068083338,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/05/06/0001","HIGH","INFLOW REPORTS NOT UPTO DATE",1.74563527770806,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250053","HIGH","Unable to submit LC Transaction (DRAFT01262)",1.35658611101098,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250052","HIGH","NXP APPROVED BUT SHOWING INACTIVE ON INSTRUMENT",45.2797563888598,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250051","CRITICAL","FORM M NOT ON KACHASI AT THE POINT OF LOGING DRAFT FOR LC",22.9325641666073,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250050","MEDIUM","LC Expiry Notifications",333.413777499867,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250049","MEDIUM","FORM M WITH UNCLEAR STATUS",6.29956583323656,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250048","HIGH","ACTIVATION OF SWIFT MX MESSAGES ON KACHASI",337.680867222254,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250047","HIGH","NXP CHARGE NOT DEBITED FOR XG202500035138291",64.8054491665098,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250046","MEDIUM","customer credit limit",5.11634555569617,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250044","MEDIUM","Transaction not reflecting on reviewer's queue",21.0282313889475,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250043","MEDIUM","NO CHARGES TAKEN FOR FORM Ms",53.9569786112406,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250042","CRITICAL","UNABLE TO PULL FORM-M INTO KACHASI MF20250031740",6.31716916663572,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250041","MEDIUM","INVALID CHARACTER POSITION",2.81203194439877,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250040","CRITICAL","FORM MS NOT DEBITED ON KACHASI AND IT IS ACTIVE",3.40810944442637,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250039","CRITICAL","FORM M SHOWNG INACTIVE ON INSTRUMENT ON KACHASI",20.7361599999131,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250038","CRITICAL","NXP REJECTED ON KACHASI",5.93549833347788,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250037","CRITICAL","NXP WHEN REJECTED ON KACHASI WILL ONLY IMPACT ON TRMS",5.97518472222146,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250036","CRITICAL","ADD CURRENCY AED  TO KACHASI TO ENABLE US PULL MF20250028800",1.79321583348792,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250034","CRITICAL","UNABLE TO REJECT NXP TRANSACTION",120.11269666662,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250033","MEDIUM","LC Establishments Draft Number Not Changing to LC Ref at F47",219.105493333249,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250031","CRITICAL","UPDATED FORM M REGISTER ON KACHASI",97.9682169443113,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250030","CRITICAL","ENDORSEMENT AND RELEASE OF SHIPPING DOCUMENTS IFO......",22.5236366667668,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250029","HIGH","UNABLE TO PULL FORM-M INTO KACHASI",23.8292941666441,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250028","HIGH","VISIBLE TRANSFER OPTION NOT WORKING - OUTWARD FX",1.70765472220955,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250027","HIGH","Mapping of columns to account numbers for Kachasi report",3.69068888900802,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250026","HIGH","Email Notification on Due BC, Expired BL, Expired Form M",2379.97930611111,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250025","CRITICAL","Implementation of New USD Offshore Charges on Kachasi",53.4607883332064,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250024","HIGH","Unable to approve nxp",0.373175277665723,"Within SLA"
"Wema Bank","TENTACLES","WB/TE/LIV/250001","HIGH","Tentacles Downtime",0.616262499941513,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250023","CRITICAL","AUTOMATION OF NXP REPORTING TEMPLATE AND CERTIFICATION",2707.20945138886,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250022","HIGH","CNY ERROR ON KACHASI",1.08449666661909,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250021","HIGH","Forms M not reflecting after been pulled in Manually.",1.11153333331458,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250020","HIGH","Unable to initiate LC transaction",1.52688250009669,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250018","HIGH","INTEREST PAYMENT NOT SHOWING ON SUMMARY PAGE",3.7537780557177,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250017","CRITICAL","CERTIFICATION OF NXP ON KACHASI",142.505886388826,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250016","CRITICAL","RE: BLANK FORM-M ON KACHASI WORKFLOW FOR MF20250006044",22.8140583332861,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250015","CRITICAL","UNABLE TO PULL FORM-M INTO KACHASI",22.6031236110139,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250013","HIGH","Transaction not reflecting",16.5624825000996,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250011","CRITICAL","BLANK FORM-M ON KACHASI WORKFLOW FOR MF20250006044",96.753395277774,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250008","HIGH","Unable to fetch NXPs",2.19392444455298,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/26/11/0032","HIGH","MULTIPLE DEBITS ON NXP CHARGE",215.25131166674,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/24/11/0031","HIGH","UNABLE TO COLLECT CHARGE ON FORM M",4.37015666667139,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/24/11/0030","HIGH","UNABLE TO ISSUE LC",21.1130205554073,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/31/10/0029","CRITICAL","UNABLE TO LOGIN TO KACHASI",1.51161777775269,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/28/10/0028","HIGH","INTEREST STILL ACCRUING ON LIQUIDATED LOAN",190.737363055581,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/08/10/0027","HIGH","Report - Expired Letters of Credits",136.012061111222,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/30/09/0026","HIGH","OUTGOING MESSAGES",1.78691916674143,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/26/09/0025","CRITICAL","INTEREST STOPPED ACCRUING",148.436646111135,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/25/09/0024","HIGH","UNABLE TO LODGE DOCUMENT",282.958421111223,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/16/09/0023","HIGH","DUTY P;AYMENT ERROR",46.2336277778959,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/11/09/0022","MEDIUM","SWIFT DETAILS",361.466594444413,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/09/09/0021","MEDIUM","INTEREST STOPPED ACCRUING ON KACHASI",43.5334736110526,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/26/08/0020","HIGH","INCORRECT LOAN STATUS",17.9191205556854,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/26/08/0019","HIGH","UNABLE TO EXTEND LOAN",176.58441444434,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/26/08/0018","HIGH","MULTIPLE INTEREST ACCRUAL",24.9595586110954,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/12/08/0017","HIGH","UNABLE TO START UP NCS-REST",0.758095000055619,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/07/08/0016","HIGH","UNABLE TO ACCESS FORM A MODULE",26.5095538889291,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/05/08/0015","MEDIUM","ISSUE ON LC",17.4355680556619,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/04/08/0014","MEDIUM","INTEREST STOPS ACCRUING ON KACHASI",23.2672455555294,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/29/07/0013","HIGH","UNABLE TO LODGE DOCUMENT",56.345322222216,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/23/07/0012","HIGH","INTEREST ACCRUNING WRONGLY",191.087155277899,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/22/07/0011","CRITICAL","UNABLE TO DEBIT CUSTOMER ACCOUNT",1.05235833325423,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/22/07/0010","HIGH","LC PROCESSING",1.65376916667446,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/16/07/0009","MEDIUM","INTEREST STILL ACCRUING ON THE OLD INTEREST RATE",218.500110277673,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/09/07/0008","MEDIUM","UNABLE TO FETCH ASSESSMENT DETAILS FROM NCS-REST",18.5104474999825,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/07/07/0007","MEDIUM","LOAN EXTENSION ISSUES",549.816955277638,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/25/06/0006","MEDIUM","INCOMPLETE VALUES ON FORM M CREATION",197.91586333327,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/24/06/0005","HIGH","Urgent: Continuous Transaction Posting to Finacle Core Application",164.965313055553,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/24/06/0004","MEDIUM","UNABLE TREAT DUTY ON KACHASI",23.6758144445485,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/23/06/0003","MEDIUM","UNABLE TO SUBMIT SUCCESSFULLY",261.512227222323,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/16/06/0002","HIGH","UPDATE BODOGWU INTEGRATION",2262.53533722233,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/04/06/0001","MEDIUM","UNABLE TO LODGE DOCUMENT ON KACHASI",365.067184444517,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250024","HIGH","DELAYED FORM M DEBIT",827.416452222154,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250023","CRITICAL","MANUAL CREATION OF FORM  M",49.8107358333073,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250022","HIGH","UNABLE TO IMPORT NXP",3.12934361107182,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250021","MEDIUM","UNABLE TO GENERATE RECEIPT ON  KACHASI",6.65670027775923,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250019","MEDIUM","DUTY NOT IMPACTING THE RESPECTIVE GLs",125.782073333336,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250018","HIGH","UNABLE TO GENERATE RECEIPT",4.30084805551451,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250017","HIGH","SWIFT MESSAGES NOT DROPPING",5.28848222218221,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250016","MEDIUM","CEDAR SWIFT DATE UPDATE",21.0051033332711,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250015","MEDIUM","UNABLE TO PRINT RECEIPT",2.54418333334615,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250014","MEDIUM","UNABLE TO AMEND AMOUNT",101.154903611052,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250012","MEDIUM","IMPORT DUTY",6.31601000006776,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250011","MEDIUM","ISSUE ON REFINANCING",20.0641422222834,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250010","MEDIUM","USER ADMIN LIST",0.196596111170948,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250009","MEDIUM","INCONSISTENT DATA",68.5266938888817,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250008","MEDIUM","DUTY PAYMENT INSTRUCTION LETTER",5.6601944444119,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250007","MEDIUM","FAILURE IN LIQUIDATION",21.6037858332857,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250004","MEDIUM","INTEREST ACCRUING ON TWO DIFFERENT INTEREST RATES",456.162733888894,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250003","MEDIUM","IMPORT LC EXPIRY",45.9678963889601,"Within SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250002","HIGH","INTEREST ACCRUING ON DIFFERENT RATES",173.205461666628,"Breached SLA"
"Coronation Merchant Bank","KACHASI v1.x","CM/TR/LIV/250001","HIGH","MATURED LOAN STILL SHOWING ACCRUING AS STATUS",48.9748552777455,"Within SLA"
"Wema Bank","TENTACLES","WB/15/12/0058","HIGH","Email Notification",72.325262499915,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/10/12/0057","HIGH","Unable to submit Draft",27.595461666584,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/03/12/0056","MEDIUM","CASH BACK SETUP FOR ZENITH BANK",50.4513102777419,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/03/12/0055","MEDIUM","REQUEST FOR SUPPORT - NOFICATIONS NOT WORKING FOR MILESTONES SET",3049.55033611116,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/03/12/0054","MEDIUM","REQUEST FOR SUPPORT - FORM M NOT PUPULATING FOR LC",25.7030988889164,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/02/12/0053","HIGH","SCREATION OF ZENITH BANK EURO CLEANLINE UTILIZATION",22.9847469444503,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/28/11/0052","MEDIUM","SUPPORT REQUEST-LC ERROR",70.4091080555809,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/27/11/0051","MEDIUM","request for support- add account for new swift code",98.4908075000276,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/26/11/0050","HIGH","ALAT FOR BUSINESS TRANSACTIONS NOT FLOWING INTO KACHASI",120.720911111101,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/25/11/0049","HIGH","REQUEST FOR SUPPORT - UNABLE TO CHARGE O FORM M",5.11624555557501,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/24/11/0048","HIGH","Active mq failed to start up",47.6742777776672,"Within SLA"
"Wema Bank","TENTACLES","WB/20/11/0047","HIGH","REQUEST FOR SUPPORT - UNABLE TO PULL IN FORM Ms",123.479789166595,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/20/11/0046","MEDIUM","REQUEST FOR SUPPORT - CREATION OF ZENITH BANK UK USD CLEANLINE UTILIZATION",123.497359722212,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/14/11/0045","HIGH","creation of Account",268.754303055641,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/13/11/0044","MEDIUM","CUSTOMER ACCOUNT STATUS CLOSED",122.451445277897,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/13/11/0043","HIGH","REQUEST FOR SUP[PRT - LC PROCESSING CHALLNEGE",2.51918638881762,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/13/11/0042","MEDIUM","LC PROCESSING ISSUE",0.750938055629376,"Within SLA"
"Wema Bank","TENTACLES","WB/09/11/0041","MEDIUM","REQUEST FPR SUPPORT - PULL IN FORM Ms PRE- BODOGWU INTERGRATION",377.879531110986,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/31/10/0040","HIGH","UNABLE TO PULL / REJECT NCX",100.893436388928,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/31/10/0039","MEDIUM","UNABLE TO PROCESS FORM MS",101.796410555486,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/29/10/0038","HIGH","REQUEST FOR SUPPORT - LOBS FILE SHRINK",41.6801350000896,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/24/10/0037","MEDIUM","UNABLE TO REJECT NCX AND NXP",2.10945583332796,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/23/10/0036","MEDIUM","REQUEST FRO SUPPORT - CHARGES NOT TAKE ON FORM M",1.4573280554032,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/14/10/0035","MEDIUM","REQUEST FOR SUPPORT - POSTING FOR JP MORGAN",3000.29217361123,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/07/10/0034","HIGH","Report for Transactions flowing from Alat for business",497.807131388923,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/30/09/0022","HIGH","Trade Help Desk role on Kachasi",45.2098233332508,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/30/09/0033","HIGH","OTP Page is not coming up",0.400023055553902,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/15/09/0032","HIGH","Multiple debits on Swift outgoing and multipl debits for incoming swift",1601.87765222217,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/12/09/0031","MEDIUM","INABILITY TO REJECT NXP",2.90534361120081,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/08/09/0030","HIGH","SWIFT INFLOW NOT GENERATING ICP NUMBER 8224500246JO",70.993101944332,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/08/09/0029","MEDIUM","ERROR APPROVING NXP",4.61953638884006,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/28/08/0028","MEDIUM","BSUNESS SUPPORT REQUIRED- RELATED FORM M",2.10813583340496,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/27/08/0027","HIGH","Bills Of Collection",22.9319366666023,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/15/08/0026","HIGH","OCP TRANSACTIONS NOT REFLECTING ON KACHASI",143.600772222213,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/13/08/0025","HIGH","MX CONVERSION",2394.60982611106,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/13/08/0024","MEDIUM","CHANGE OF NARRATION FOR AMENDMENTS INVOLVING LC",26.7767538889311,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/01/08/0022","HIGH","Post Neg Counterparty Account",1.18956749991048,"Within SLA"
"Wema Bank","TENTACLES","WB/30/07/0021","HIGH","REQUEST FOR SUPPORT - NXPs NOT FETCHING",146.810607500025,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/29/07/0020","MEDIUM","REQUEST FOR SUPPORT - PROCESSING DEPLOYED 202COV",70.1698183332919,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/29/07/0019","HIGH","Currency not reflecting to initiate a swift message",4.86147250008071,"Within SLA"
"Wema Bank","TENTACLES","WB/18/07/0017","MEDIUM","UNABLE TO FETCH NXP ON KACHASI - XF2025156824 XF2025156830 XF2025156836",51.1370533332811,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/18/07/0015","HIGH","Unable to attach documents on Kachasi UAT",146.594524722314,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/17/07/0014","MEDIUM","REJECTED TRANSACTION STILL ON KACHASI",0.188244722143281,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/17/07/0013","MEDIUM","UNABLE TO FETCH NXP ON KACHASI - XF2025156733",0.32221777777886,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/14/07/0012","HIGH","NXP ref now reflecting on Kachasi(XG202500035143183)",165.365730277786,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/14/07/0011","MEDIUM","REQUEST FOR SUPPORT - POST NEG ISSUE",6.42879194451962,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/10/07/0010","MEDIUM","Unable to debit customer on Kachasi",28.2381719444529,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/07/07/0009","MEDIUM","REQUEST FOR SUPPORT - MODIFICATION OF COMMISSION AND VAT ENTERIES FROM BRANCH TRANSIT TO BRANCH INCOME",47.2575983331772,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/07/07/0008","MEDIUM","REQUEST FOR DEPLOYMENT",95.2417388887843,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/03/07/0007","MEDIUM","TEST WEB PLATFORM NOT UP",2.01978416671045,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/26/06/0006","MEDIUM","ERROR APPROVING SWIFT INFLOW",118.495431111194,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/19/06/0005","HIGH","TRANASCTIONS ON QUEUE NOT POPULATING POSTING ENTRIES",24.0530347221647,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/16/06/0004","HIGH","ONBOARDING OF NEW CORRESPONDENT BANK ON KACHASI",50.2970616667299,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/13/06/0003","MEDIUM","MISSING ITEMS ON WORKFLOW",1.30845416674856,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/10/06/0005","HIGH","LC CHARGE UPDATE",5.51421750005102,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/05/06/0002","MEDIUM","FIXED TO BE MADE ON NXP",4051.53068083338,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/05/06/0001","HIGH","INFLOW REPORTS NOT UPTO DATE",1.74563527770806,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250053","HIGH","Unable to submit LC Transaction (DRAFT01262)",1.35658611101098,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250052","HIGH","NXP APPROVED BUT SHOWING INACTIVE ON INSTRUMENT",45.2797563888598,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250051","CRITICAL","FORM M NOT ON KACHASI AT THE POINT OF LOGING DRAFT FOR LC",22.9325641666073,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250050","MEDIUM","LC Expiry Notifications",333.413777499867,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250049","MEDIUM","FORM M WITH UNCLEAR STATUS",6.29956583323656,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250048","HIGH","ACTIVATION OF SWIFT MX MESSAGES ON KACHASI",337.680867222254,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250047","HIGH","NXP CHARGE NOT DEBITED FOR XG202500035138291",64.8054491665098,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250046","MEDIUM","customer credit limit",5.11634555569617,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250044","MEDIUM","Transaction not reflecting on reviewer's queue",21.0282313889475,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250043","MEDIUM","NO CHARGES TAKEN FOR FORM Ms",53.9569786112406,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250042","CRITICAL","UNABLE TO PULL FORM-M INTO KACHASI MF20250031740",6.31716916663572,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250041","MEDIUM","INVALID CHARACTER POSITION",2.81203194439877,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250040","CRITICAL","FORM MS NOT DEBITED ON KACHASI AND IT IS ACTIVE",3.40810944442637,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250039","CRITICAL","FORM M SHOWNG INACTIVE ON INSTRUMENT ON KACHASI",20.7361599999131,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250038","CRITICAL","NXP REJECTED ON KACHASI",5.93549833347788,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250037","CRITICAL","NXP WHEN REJECTED ON KACHASI WILL ONLY IMPACT ON TRMS",5.97518472222146,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250036","CRITICAL","ADD CURRENCY AED  TO KACHASI TO ENABLE US PULL MF20250028800",1.79321583348792,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250034","CRITICAL","UNABLE TO REJECT NXP TRANSACTION",120.11269666662,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250033","MEDIUM","LC Establishments Draft Number Not Changing to LC Ref at F47",219.105493333249,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250031","CRITICAL","UPDATED FORM M REGISTER ON KACHASI",97.9682169443113,"Breached SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250030","CRITICAL","ENDORSEMENT AND RELEASE OF SHIPPING DOCUMENTS IFO......",22.5236366667668,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250029","HIGH","UNABLE TO PULL FORM-M INTO KACHASI",23.8292941666441,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250028","HIGH","VISIBLE TRANSFER OPTION NOT WORKING - OUTWARD FX",1.70765472220955,"Within SLA"
"Wema Bank","KACHASI v2.x","WB/KA/LIV/250027","HIGH","Mapping of columns to account numbers for Kachasi report",3.69068888900802,"Within SLA"
